,datetime,id_producto,id_sucursal,unidades_vendidas,precio_producto,venta_total
2716,19/03/2024 10:00,89,3,14,45.14,631.96
2717,24/03/2024 13:00,80,3,10,28.01,280.1
2718,10/03/2024 12:00,36,6,7,9.42,65.94
2719,12/03/2024 02:00,112,4,9,36.07,324.63
2720,08/02/2024 20:00,18,6,4,38.92,155.68
2721,10/03/2024 13:00,36,5,10,9.42,94.2
2722,13/02/2024 05:00,128,2,11,48.33,531.63
2723,11/03/2024 18:00,24,3,19,48.39,919.41
2724,28/03/2024 17:00,186,5,11,8.87,97.57
2725,09/02/2024 20:00,178,3,13,5.4,70.2
2726,22/03/2024 11:00,132,6,11,30.97,340.67
2727,30/03/2024 13:00,109,6,17,15.15,257.55
2728,15/03/2024 20:00,167,1,13,9.44,122.72
2729,08/02/2024 00:00,118,6,18,47.75,859.5
2730,16/02/2024 10:00,113,3,18,35.38,636.84
2731,19/02/2024 23:00,70,3,9,10.27,92.43
2732,21/02/2024 05:00,181,2,7,39.78,278.46
2733,27/03/2024 08:00,101,2,3,29.03,87.09
2734,18/01/2024 01:00,64,5,13,35.69,463.97
2735,26/01/2024 15:00,139,3,13,23.73,308.49
2736,20/01/2024 23:00,151,3,4,47.0,188.0
2737,05/03/2024 10:00,29,1,12,7.51,90.12
2738,03/01/2024 22:00,191,5,3,37.99,113.97
2739,04/02/2024 04:00,150,1,10,27.78,277.8
2740,02/01/2024 15:00,103,6,13,34.36,446.68
2741,04/01/2024 15:00,17,5,16,7.95,127.2
2742,07/02/2024 03:00,50,4,13,48.88,635.44
2743,07/03/2024 20:00,44,1,9,26.6,239.4
2744,20/01/2024 08:00,53,3,16,40.96,655.36
2745,04/01/2024 08:00,111,1,7,9.66,67.62
2746,12/02/2024 03:00,176,2,1,38.18,38.18
2747,27/03/2024 22:00,195,1,7,12.33,86.31
2748,29/02/2024 08:00,126,3,3,26.75,80.25
2749,08/02/2024 11:00,150,5,7,27.78,194.46
2750,01/01/2024 23:00,177,3,19,44.6,847.4
2751,13/01/2024 22:00,183,3,2,49.72,99.44
2752,08/03/2024 16:00,114,5,5,10.17,50.85
2753,18/01/2024 10:00,102,6,17,5.44,92.48
2754,19/03/2024 06:00,169,6,8,43.58,348.64
2755,05/02/2024 01:00,13,5,8,48.12,384.96
2756,18/03/2024 08:00,164,4,14,13.29,186.06
2757,30/03/2024 23:00,89,6,16,45.14,722.24
2758,01/02/2024 09:00,107,1,19,14.29,271.51
2759,06/02/2024 11:00,69,1,19,13.84,262.96
2760,25/02/2024 05:00,118,5,13,47.75,620.75
2761,16/02/2024 20:00,90,2,4,39.4,157.6
2762,09/03/2024 13:00,39,6,19,11.03,209.57
2763,25/02/2024 01:00,82,3,3,24.33,72.99
2764,29/03/2024 11:00,92,6,1,27.3,27.3
2765,01/01/2024 13:00,159,1,6,40.44,242.64
2766,05/02/2024 14:00,69,4,1,13.84,13.84
2767,10/03/2024 08:00,97,1,8,21.63,173.04
2768,27/02/2024 04:00,78,5,17,7.01,119.17
2769,21/02/2024 12:00,126,2,9,26.75,240.75
2770,30/01/2024 04:00,134,6,2,39.38,78.76
2771,16/01/2024 21:00,172,1,18,24.98,449.64
2772,03/03/2024 11:00,86,1,15,8.37,125.55
2773,22/02/2024 01:00,110,1,4,23.76,95.04
2774,16/02/2024 17:00,14,5,4,39.8,159.2
2775,11/02/2024 02:00,108,1,16,32.44,519.04
2776,24/01/2024 19:00,199,2,5,27.61,138.05
2777,16/02/2024 11:00,170,2,9,23.39,210.51
2778,20/01/2024 13:00,144,1,1,27.61,27.61
2779,12/02/2024 06:00,74,5,6,12.92,77.52
2780,23/01/2024 07:00,15,1,2,17.16,34.32
2781,30/01/2024 16:00,28,2,14,11.75,164.5
2782,19/01/2024 02:00,101,2,10,29.03,290.3
2783,06/02/2024 20:00,82,2,9,24.33,218.97
2784,03/03/2024 12:00,189,1,10,18.82,188.2
2785,08/02/2024 01:00,141,1,18,27.72,498.96
2786,01/02/2024 16:00,189,1,4,18.82,75.28
2787,24/02/2024 12:00,93,5,18,9.41,169.38
2788,18/03/2024 07:00,11,1,5,38.17,190.85
2789,18/01/2024 01:00,98,6,15,42.93,643.95
2790,31/01/2024 20:00,51,5,18,41.37,744.66
2791,23/02/2024 03:00,82,3,11,24.33,267.63
2792,31/01/2024 12:00,2,3,11,28.76,316.36
2793,25/03/2024 11:00,17,5,2,7.95,15.9
2794,23/03/2024 15:00,122,1,3,14.02,42.06
2795,22/03/2024 23:00,150,4,8,27.78,222.24
2796,11/03/2024 04:00,61,3,6,49.3,295.8
2797,30/01/2024 20:00,27,1,16,41.84,669.44
2798,25/02/2024 07:00,9,1,17,22.66,385.22
2799,07/02/2024 01:00,23,1,7,48.48,339.36
2800,31/01/2024 03:00,147,1,19,25.1,476.9
2801,30/01/2024 00:00,196,6,10,44.61,446.1
2802,21/01/2024 23:00,74,3,3,12.92,38.76
2803,10/02/2024 01:00,167,5,11,9.44,103.84
2804,11/03/2024 17:00,107,3,6,14.29,85.74
2805,24/03/2024 07:00,174,3,11,31.37,345.07
2806,29/03/2024 18:00,84,2,14,43.46,608.44
2807,23/01/2024 14:00,51,3,6,41.37,248.22
2808,04/02/2024 14:00,161,1,18,39.7,714.6
2809,04/01/2024 23:00,177,2,17,44.6,758.2
2810,09/01/2024 01:00,161,1,17,39.7,674.9
2811,08/03/2024 14:00,190,5,9,19.54,175.86
2812,12/01/2024 18:00,45,6,9,12.19,109.71
2813,09/02/2024 20:00,165,5,8,26.5,212.0
2814,25/03/2024 22:00,116,1,9,45.0,405.0
2815,29/01/2024 09:00,19,6,12,6.37,76.44
2816,04/01/2024 03:00,116,3,4,45.0,180.0
2817,14/01/2024 22:00,54,3,11,19.97,219.67
2818,28/03/2024 18:00,137,2,16,42.54,680.64
2819,09/01/2024 07:00,17,3,5,7.95,39.75
2820,04/01/2024 19:00,4,1,3,16.27,48.81
2821,28/02/2024 11:00,63,1,11,15.08,165.88
2822,07/01/2024 11:00,73,3,16,41.28,660.48
2823,28/01/2024 10:00,73,2,4,41.28,165.12
2824,10/02/2024 14:00,65,2,8,43.76,350.08
2825,05/03/2024 11:00,151,5,1,47.0,47.0
2826,24/03/2024 11:00,86,4,3,8.37,25.11
2827,11/03/2024 15:00,17,6,2,7.95,15.9
2828,10/03/2024 19:00,77,2,19,29.35,557.65
2829,07/01/2024 02:00,87,4,13,33.11,430.43
2830,15/03/2024 03:00,153,1,4,31.84,127.36
2831,05/03/2024 01:00,166,5,7,13.19,92.33
2832,24/03/2024 11:00,24,6,18,48.39,871.02
2833,23/02/2024 11:00,45,6,6,12.19,73.14
2834,07/02/2024 13:00,88,1,12,39.83,477.96
2835,11/03/2024 05:00,179,2,17,13.33,226.61
2836,05/03/2024 16:00,104,6,9,43.73,393.57
2837,10/03/2024 21:00,5,4,1,11.16,11.16
2838,31/03/2024 00:00,151,4,14,47.0,658.0
2839,22/02/2024 00:00,179,3,6,13.33,79.98
2840,13/01/2024 18:00,51,5,13,41.37,537.81
2841,30/03/2024 04:00,85,4,7,22.39,156.73
2842,07/03/2024 01:00,19,2,8,6.37,50.96
2843,15/02/2024 15:00,56,5,11,42.76,470.36
2844,06/01/2024 04:00,32,5,1,22.61,22.61
2845,22/02/2024 15:00,159,5,17,40.44,687.48
2846,13/01/2024 05:00,98,4,6,42.93,257.58
2847,22/01/2024 15:00,161,4,1,39.7,39.7
2848,03/01/2024 17:00,20,3,19,40.44,768.36
2849,19/03/2024 03:00,190,2,15,19.54,293.1
2850,02/02/2024 05:00,63,4,5,15.08,75.4
2851,05/02/2024 04:00,200,6,15,43.58,653.7
2852,21/03/2024 13:00,15,1,3,17.16,51.48
2853,12/01/2024 04:00,41,5,15,31.03,465.45
2854,09/03/2024 21:00,64,6,17,35.69,606.73
2855,26/03/2024 14:00,2,6,18,28.76,517.68
2856,16/01/2024 09:00,79,3,14,18.57,259.98
2857,11/02/2024 20:00,92,6,5,27.3,136.5
2858,14/03/2024 06:00,96,5,10,41.18,411.8
2859,02/01/2024 19:00,56,3,10,42.76,427.6
2860,26/03/2024 21:00,179,1,7,13.33,93.31
2861,20/02/2024 16:00,49,4,2,45.69,91.38
2862,22/03/2024 23:00,69,6,15,13.84,207.6
2863,10/02/2024 02:00,57,3,19,14.67,278.73
2864,28/02/2024 07:00,87,6,13,33.11,430.43
2865,13/01/2024 01:00,14,3,18,39.8,716.4
2866,13/02/2024 18:00,95,6,18,15.39,277.02
2867,15/03/2024 12:00,129,3,6,43.01,258.06
2868,09/03/2024 10:00,102,3,11,5.44,59.84
2869,12/02/2024 17:00,183,5,5,49.72,248.6
2870,23/02/2024 21:00,93,2,7,9.41,65.87
2871,21/02/2024 16:00,100,6,8,39.91,319.28
2872,21/03/2024 13:00,19,2,3,6.37,19.11
2873,06/03/2024 17:00,3,3,14,43.83,613.62
2874,27/02/2024 13:00,188,2,12,48.08,576.96
2875,27/01/2024 02:00,70,2,12,10.27,123.24
2876,24/02/2024 05:00,15,6,17,17.16,291.72
2877,27/03/2024 01:00,87,1,6,33.11,198.66
2878,27/02/2024 05:00,66,4,1,6.35,6.35
2879,03/02/2024 03:00,97,2,6,21.63,129.78
2880,29/02/2024 14:00,100,6,16,39.91,638.56
2881,13/03/2024 01:00,12,5,3,24.54,73.62
2882,11/02/2024 19:00,36,5,18,9.42,169.56
2883,23/01/2024 11:00,134,4,13,39.38,511.94
2884,06/02/2024 15:00,78,3,11,7.01,77.11
2885,02/01/2024 04:00,194,4,5,41.41,207.05
2886,27/01/2024 22:00,180,3,13,48.14,625.82
2887,24/01/2024 07:00,81,1,10,30.14,301.4
2888,26/01/2024 22:00,133,2,18,43.97,791.46
2889,10/03/2024 18:00,79,3,14,18.57,259.98
2890,04/02/2024 13:00,76,3,17,20.63,350.71
2891,27/03/2024 00:00,158,1,19,12.76,242.44
2892,26/01/2024 08:00,159,5,9,40.44,363.96
2893,16/01/2024 05:00,53,4,10,40.96,409.6
2894,06/03/2024 17:00,117,6,18,48.53,873.54
2895,02/03/2024 07:00,163,5,10,33.67,336.7
2896,06/01/2024 04:00,175,4,10,46.03,460.3
2897,12/02/2024 06:00,153,2,18,31.84,573.12
2898,05/01/2024 01:00,45,2,14,12.19,170.66
2899,06/02/2024 14:00,127,1,13,17.76,230.88
2900,02/01/2024 01:00,30,6,5,16.07,80.35
2901,17/03/2024 14:00,189,2,4,18.82,75.28
2902,21/03/2024 08:00,29,3,9,7.51,67.59
2903,28/03/2024 16:00,199,2,12,27.61,331.32
2904,07/01/2024 17:00,97,2,9,21.63,194.67
2905,11/01/2024 20:00,163,6,3,33.67,101.01
2906,25/02/2024 10:00,168,3,11,26.7,293.7
2907,17/01/2024 15:00,57,1,7,14.67,102.69
2908,08/01/2024 17:00,48,4,3,19.86,59.58
2909,01/01/2024 22:00,8,4,4,8.83,35.32
2910,11/01/2024 14:00,73,6,15,41.28,619.2
2911,09/02/2024 20:00,192,6,15,48.28,724.2
2912,28/03/2024 08:00,196,3,17,44.61,758.37
2913,13/01/2024 22:00,103,3,13,34.36,446.68
2914,17/03/2024 16:00,62,2,11,21.69,238.59
2915,09/01/2024 06:00,89,6,2,45.14,90.28
2916,25/03/2024 16:00,60,6,2,40.88,81.76
2917,01/02/2024 14:00,130,6,18,6.49,116.82
2918,11/03/2024 12:00,123,6,4,18.99,75.96
2919,14/02/2024 02:00,112,2,12,36.07,432.84
2920,19/01/2024 12:00,145,3,3,10.82,32.46
2921,21/01/2024 16:00,25,4,11,7.56,83.16
2922,31/01/2024 23:00,65,2,9,43.76,393.84
2923,01/02/2024 10:00,89,4,13,45.14,586.82
2924,02/01/2024 02:00,108,4,13,32.44,421.72
2925,24/02/2024 17:00,13,1,4,48.12,192.48
2926,19/03/2024 09:00,174,1,7,31.37,219.59
2927,02/01/2024 04:00,182,6,13,22.32,290.16
2928,26/02/2024 23:00,46,2,4,12.43,49.72
2929,29/02/2024 14:00,3,4,1,43.83,43.83
2930,16/02/2024 20:00,188,2,11,48.08,528.88
2931,12/01/2024 01:00,94,1,8,39.41,315.28
2932,22/03/2024 09:00,105,1,4,40.5,162.0
2933,25/03/2024 21:00,108,3,1,32.44,32.44
2934,08/03/2024 09:00,26,1,14,44.75,626.5
2935,14/02/2024 20:00,20,6,9,40.44,363.96
2936,29/03/2024 18:00,119,2,13,47.16,613.08
2937,12/03/2024 11:00,76,1,18,20.63,371.34
2938,28/01/2024 23:00,75,1,3,23.32,69.96
2939,28/03/2024 01:00,53,2,1,40.96,40.96
2940,09/02/2024 08:00,72,5,2,41.41,82.82
2941,27/01/2024 17:00,99,2,12,27.65,331.8
2942,29/01/2024 00:00,139,3,10,23.73,237.3
2943,15/02/2024 09:00,176,5,12,38.18,458.16
2944,26/03/2024 12:00,117,5,16,48.53,776.48
2945,22/03/2024 22:00,159,4,3,40.44,121.32
2946,03/02/2024 23:00,101,2,6,29.03,174.18
2947,15/02/2024 17:00,13,6,10,48.12,481.2
2948,05/01/2024 17:00,98,4,7,42.93,300.51
2949,23/01/2024 02:00,17,6,8,7.95,63.6
2950,06/02/2024 04:00,129,4,2,43.01,86.02
2951,24/03/2024 05:00,115,6,5,16.47,82.35
2952,24/03/2024 20:00,119,5,4,47.16,188.64
2953,07/03/2024 03:00,194,3,12,41.41,496.92
2954,29/02/2024 18:00,8,2,6,8.83,52.98
2955,09/03/2024 10:00,114,3,3,10.17,30.51
2956,30/01/2024 04:00,30,6,15,16.07,241.05
2957,06/01/2024 14:00,10,1,17,30.02,510.34
2958,04/02/2024 17:00,60,2,12,40.88,490.56
2959,03/01/2024 10:00,5,5,19,11.16,212.04
2960,07/02/2024 08:00,35,6,16,17.52,280.32
2961,07/03/2024 02:00,124,1,14,13.65,191.1
2962,29/03/2024 12:00,167,6,16,9.44,151.04
2963,17/02/2024 14:00,195,3,12,12.33,147.96
2964,05/03/2024 06:00,181,6,10,39.78,397.8
2965,20/02/2024 02:00,40,5,15,49.17,737.55
2966,24/03/2024 09:00,81,3,1,30.14,30.14
2967,04/01/2024 13:00,18,2,1,38.92,38.92
2968,26/02/2024 23:00,97,6,7,21.63,151.41
2969,01/02/2024 17:00,12,3,12,24.54,294.48
2970,08/03/2024 19:00,20,2,6,40.44,242.64
2971,09/03/2024 07:00,105,2,9,40.5,364.5
2972,16/03/2024 09:00,95,3,12,15.39,184.68
2973,05/03/2024 11:00,60,2,8,40.88,327.04
2974,03/02/2024 20:00,13,2,13,48.12,625.56
2975,12/03/2024 13:00,118,2,4,47.75,191.0
2976,16/03/2024 03:00,182,3,4,22.32,89.28
2977,26/02/2024 16:00,151,1,6,47.0,282.0
2978,18/02/2024 05:00,51,6,1,41.37,41.37
2979,25/01/2024 06:00,88,1,11,39.83,438.13
2980,05/03/2024 18:00,184,4,11,14.59,160.49
2981,19/01/2024 23:00,64,1,17,35.69,606.73
2982,12/01/2024 23:00,172,6,14,24.98,349.72
2983,03/02/2024 12:00,23,2,1,48.48,48.48
2984,02/02/2024 17:00,58,2,5,24.73,123.65
2985,03/02/2024 00:00,136,3,7,12.31,86.17
2986,22/03/2024 14:00,184,4,11,14.59,160.49
2987,05/02/2024 11:00,21,3,11,25.27,277.97
2988,22/01/2024 08:00,104,1,11,43.73,481.03
2989,07/03/2024 05:00,34,1,8,46.93,375.44
2990,15/03/2024 23:00,70,5,18,10.27,184.86
2991,16/02/2024 17:00,82,5,12,24.33,291.96
2992,20/01/2024 16:00,195,6,14,12.33,172.62
2993,18/01/2024 08:00,65,4,6,43.76,262.56
2994,11/03/2024 06:00,143,4,16,24.46,391.36
2995,08/03/2024 06:00,38,1,2,24.56,49.12
2996,09/03/2024 00:00,25,3,8,7.56,60.48
2997,03/01/2024 15:00,92,1,1,27.3,27.3
2998,09/03/2024 23:00,21,6,15,25.27,379.05
2999,09/02/2024 13:00,60,5,12,40.88,490.56
3000,21/01/2024 03:00,58,1,12,24.73,296.76
3001,14/02/2024 06:00,17,3,16,7.95,127.2
3002,27/01/2024 11:00,105,3,3,40.5,121.5
3003,12/03/2024 04:00,161,3,14,39.7,555.8
3004,24/02/2024 03:00,41,6,2,31.03,62.06
3005,08/01/2024 19:00,109,4,5,15.15,75.75
3006,25/03/2024 21:00,70,2,7,10.27,71.89
3007,19/02/2024 10:00,81,3,1,30.14,30.14
3008,13/02/2024 15:00,154,2,14,13.2,184.8
3009,06/01/2024 06:00,93,6,17,9.41,159.97
3010,10/03/2024 04:00,102,4,4,5.44,21.76
3011,10/02/2024 16:00,185,3,19,48.59,923.21
3012,31/01/2024 05:00,68,2,6,15.56,93.36
3013,18/01/2024 14:00,133,4,19,43.97,835.43
3014,05/03/2024 20:00,191,2,19,37.99,721.81
3015,09/02/2024 14:00,185,6,19,48.59,923.21
3016,21/02/2024 06:00,26,5,2,44.75,89.5
3017,18/02/2024 15:00,135,3,10,44.62,446.2
3018,08/02/2024 19:00,95,4,13,15.39,200.07
3019,30/03/2024 13:00,28,3,1,11.75,11.75
3020,06/02/2024 07:00,199,3,1,27.61,27.61
3021,15/01/2024 02:00,181,4,11,39.78,437.58
3022,02/03/2024 00:00,14,2,6,39.8,238.8
3023,11/03/2024 06:00,67,5,16,8.2,131.2
3024,03/02/2024 02:00,125,5,3,28.47,85.41
3025,26/01/2024 02:00,78,5,7,7.01,49.07
3026,29/03/2024 15:00,100,5,12,39.91,478.92
3027,19/03/2024 13:00,152,1,3,9.87,29.61
3028,29/01/2024 03:00,102,1,17,5.44,92.48
3029,27/01/2024 19:00,144,3,12,27.61,331.32
3030,18/03/2024 17:00,144,2,14,27.61,386.54
3031,30/03/2024 07:00,179,3,1,13.33,13.33
3032,12/03/2024 10:00,16,5,3,23.36,70.08
3033,13/01/2024 17:00,178,2,6,5.4,32.4
3034,02/02/2024 22:00,98,1,8,42.93,343.44
3035,05/02/2024 14:00,54,5,4,19.97,79.88
3036,31/01/2024 17:00,19,6,13,6.37,82.81
3037,12/02/2024 21:00,31,3,10,36.99,369.9
3038,02/03/2024 02:00,8,3,14,8.83,123.62
3039,05/01/2024 05:00,153,1,12,31.84,382.08
3040,23/02/2024 08:00,194,3,2,41.41,82.82
3041,04/01/2024 23:00,93,6,9,9.41,84.69
3042,11/01/2024 10:00,64,5,19,35.69,678.11
3043,17/01/2024 08:00,134,1,4,39.38,157.52
3044,10/02/2024 11:00,169,4,18,43.58,784.44
3045,30/03/2024 11:00,107,6,2,14.29,28.58
3046,04/01/2024 02:00,134,2,12,39.38,472.56
3047,03/02/2024 13:00,88,3,5,39.83,199.15
3048,10/03/2024 14:00,128,1,13,48.33,628.29
3049,21/02/2024 22:00,5,6,10,11.16,111.6
3050,20/02/2024 09:00,181,6,9,39.78,358.02
3051,12/02/2024 20:00,166,6,11,13.19,145.09
3052,04/02/2024 15:00,33,3,14,15.75,220.5
3053,16/03/2024 00:00,20,1,19,40.44,768.36
3054,19/01/2024 10:00,164,3,14,13.29,186.06
3055,22/03/2024 07:00,59,2,2,29.11,58.22
3056,05/02/2024 04:00,86,1,11,8.37,92.07
3057,13/03/2024 13:00,2,2,6,28.76,172.56
3058,31/01/2024 05:00,177,4,17,44.6,758.2
3059,21/03/2024 23:00,5,5,8,11.16,89.28
3060,03/02/2024 20:00,170,6,16,23.39,374.24
3061,07/03/2024 15:00,115,1,10,16.47,164.7
3062,27/01/2024 10:00,38,4,2,24.56,49.12
3063,16/01/2024 19:00,6,6,13,18.54,241.02
3064,13/03/2024 10:00,186,1,1,8.87,8.87
3065,03/01/2024 03:00,199,5,13,27.61,358.93
3066,30/03/2024 10:00,46,1,12,12.43,149.16
3067,11/01/2024 19:00,37,4,5,16.49,82.45
3068,22/02/2024 03:00,152,6,9,9.87,88.83
3069,17/03/2024 09:00,84,3,3,43.46,130.38
3070,07/03/2024 04:00,24,3,18,48.39,871.02
3071,21/01/2024 22:00,132,5,19,30.97,588.43
3072,10/03/2024 14:00,133,5,17,43.97,747.49
3073,01/03/2024 12:00,6,1,3,18.54,55.62
3074,09/02/2024 09:00,89,5,12,45.14,541.68
3075,19/01/2024 00:00,19,6,4,6.37,25.48
3076,21/03/2024 23:00,69,6,11,13.84,152.24
3077,07/03/2024 22:00,82,1,5,24.33,121.65
3078,23/02/2024 13:00,27,4,18,41.84,753.12
3079,26/03/2024 05:00,29,1,3,7.51,22.53
3080,11/02/2024 20:00,108,3,14,32.44,454.16
3081,09/02/2024 18:00,185,5,14,48.59,680.26
3082,03/03/2024 15:00,152,6,6,9.87,59.22
3083,31/01/2024 13:00,1,6,7,12.57,87.99
3084,15/01/2024 13:00,2,3,11,28.76,316.36
3085,27/03/2024 17:00,61,6,1,49.3,49.3
3086,08/03/2024 09:00,88,2,1,39.83,39.83
3087,18/03/2024 18:00,52,2,4,16.96,67.84
3088,19/01/2024 22:00,127,6,12,17.76,213.12
3089,28/03/2024 10:00,31,5,16,36.99,591.84
3090,28/03/2024 23:00,79,3,12,18.57,222.84
3091,15/01/2024 04:00,139,5,15,23.73,355.95
3092,23/02/2024 07:00,179,3,15,13.33,199.95
3093,13/01/2024 07:00,144,1,3,27.61,82.83
3094,26/02/2024 15:00,185,3,19,48.59,923.21
3095,11/01/2024 11:00,3,4,11,43.83,482.13
3096,05/02/2024 15:00,129,2,2,43.01,86.02
3097,26/03/2024 12:00,2,3,15,28.76,431.4
3098,07/03/2024 14:00,157,3,18,25.77,463.86
3099,13/01/2024 22:00,153,2,19,31.84,604.96
3100,27/01/2024 05:00,74,5,8,12.92,103.36
3101,22/02/2024 05:00,41,2,18,31.03,558.54
3102,19/03/2024 02:00,108,3,15,32.44,486.6
3103,20/03/2024 12:00,198,4,11,38.55,424.05
3104,10/01/2024 04:00,17,6,1,7.95,7.95
3105,22/02/2024 06:00,173,3,12,31.1,373.2
3106,19/01/2024 13:00,9,5,10,22.66,226.6
3107,23/01/2024 20:00,15,1,6,17.16,102.96
3108,16/02/2024 20:00,3,3,3,43.83,131.49
3109,20/03/2024 14:00,46,6,7,12.43,87.01
3110,27/03/2024 20:00,178,4,4,5.4,21.6
3111,13/03/2024 20:00,52,4,16,16.96,271.36
3112,09/01/2024 20:00,119,1,6,47.16,282.96
3113,31/01/2024 09:00,41,1,15,31.03,465.45
3114,17/03/2024 02:00,3,2,8,43.83,350.64
3115,18/03/2024 04:00,107,3,12,14.29,171.48
3116,08/02/2024 16:00,132,3,11,30.97,340.67
3117,25/03/2024 17:00,82,5,13,24.33,316.29
3118,03/02/2024 12:00,141,1,10,27.72,277.2
3119,08/02/2024 12:00,153,4,2,31.84,63.68
3120,09/03/2024 16:00,7,3,19,44.48,845.12
3121,25/03/2024 04:00,42,1,14,38.36,537.04
3122,19/01/2024 02:00,124,3,3,13.65,40.95
3123,01/01/2024 02:00,151,6,16,47.0,752.0
3124,21/03/2024 11:00,28,5,16,11.75,188.0
3125,23/01/2024 13:00,24,5,17,48.39,822.63
3126,17/02/2024 17:00,59,4,5,29.11,145.55
3127,08/02/2024 13:00,47,6,1,12.5,12.5
3128,19/01/2024 16:00,73,4,7,41.28,288.96
3129,11/02/2024 15:00,16,3,15,23.36,350.4
3130,23/01/2024 06:00,105,4,1,40.5,40.5
3131,23/02/2024 20:00,81,4,5,30.14,150.7
3132,25/03/2024 00:00,28,3,6,11.75,70.5
3133,16/03/2024 16:00,79,3,8,18.57,148.56
3134,20/03/2024 06:00,143,5,7,24.46,171.22
3135,28/01/2024 15:00,167,2,1,9.44,9.44
3136,01/01/2024 03:00,185,4,4,48.59,194.36
3137,01/03/2024 05:00,124,4,18,13.65,245.7
3138,27/01/2024 12:00,104,4,3,43.73,131.19
3139,21/02/2024 22:00,101,6,14,29.03,406.42
3140,23/03/2024 22:00,120,6,7,38.52,269.64
3141,26/03/2024 17:00,81,5,4,30.14,120.56
3142,19/03/2024 14:00,108,1,17,32.44,551.48
3143,08/02/2024 04:00,34,5,7,46.93,328.51
3144,20/02/2024 08:00,3,4,6,43.83,262.98
3145,25/01/2024 22:00,143,3,1,24.46,24.46
3146,29/03/2024 19:00,136,6,14,12.31,172.34
3147,11/02/2024 16:00,143,4,8,24.46,195.68
3148,26/03/2024 20:00,46,3,5,12.43,62.15
3149,15/01/2024 21:00,71,5,11,45.9,504.9
3150,22/02/2024 16:00,142,6,17,45.45,772.65
3151,04/02/2024 17:00,39,6,7,11.03,77.21
3152,18/01/2024 20:00,126,6,12,26.75,321.0
3153,23/03/2024 09:00,7,3,19,44.48,845.12
3154,13/01/2024 11:00,108,5,18,32.44,583.92
3155,27/01/2024 19:00,7,3,12,44.48,533.76
3156,29/02/2024 18:00,44,2,19,26.6,505.4
3157,07/01/2024 02:00,169,4,2,43.58,87.16
3158,07/02/2024 12:00,14,6,12,39.8,477.6
3159,30/03/2024 21:00,153,5,6,31.84,191.04
3160,24/02/2024 07:00,118,5,12,47.75,573.0
3161,07/01/2024 02:00,41,2,2,31.03,62.06
3162,17/03/2024 05:00,171,4,9,36.98,332.82
3163,22/03/2024 04:00,160,4,18,41.32,743.76
3164,09/03/2024 09:00,62,5,15,21.69,325.35
3165,19/01/2024 01:00,141,4,2,27.72,55.44
3166,10/01/2024 17:00,136,4,10,12.31,123.1
3167,12/01/2024 14:00,179,1,7,13.33,93.31
3168,19/01/2024 00:00,182,4,16,22.32,357.12
3169,26/03/2024 22:00,60,4,17,40.88,694.96
3170,10/01/2024 10:00,13,2,12,48.12,577.44
3171,26/01/2024 04:00,118,6,12,47.75,573.0
3172,15/03/2024 13:00,19,3,4,6.37,25.48
3173,08/01/2024 18:00,69,4,6,13.84,83.04
3174,03/03/2024 17:00,29,5,1,7.51,7.51
3175,11/01/2024 10:00,163,2,2,33.67,67.34
3176,28/02/2024 22:00,82,5,16,24.33,389.28
3177,09/02/2024 18:00,88,5,17,39.83,677.11
3178,01/03/2024 04:00,51,6,13,41.37,537.81
3179,29/02/2024 12:00,50,5,17,48.88,830.96
3180,03/02/2024 20:00,10,6,14,30.02,420.28
3181,11/03/2024 04:00,69,5,4,13.84,55.36
3182,09/01/2024 13:00,120,4,3,38.52,115.56
3183,28/01/2024 18:00,43,6,3,34.11,102.33
3184,23/01/2024 06:00,99,4,1,27.65,27.65
3185,06/01/2024 14:00,152,4,8,9.87,78.96
3186,06/03/2024 11:00,69,2,2,13.84,27.68
3187,14/02/2024 10:00,46,2,18,12.43,223.74
3188,25/01/2024 14:00,67,6,12,8.2,98.4
3189,14/03/2024 09:00,138,3,16,22.37,357.92
3190,21/02/2024 10:00,30,1,3,16.07,48.21
3191,19/01/2024 15:00,48,5,13,19.86,258.18
3192,18/01/2024 04:00,91,4,17,5.72,97.24
3193,01/01/2024 06:00,30,3,3,16.07,48.21
3194,12/01/2024 11:00,147,6,15,25.1,376.5
3195,12/02/2024 05:00,3,6,5,43.83,219.15
3196,10/03/2024 14:00,159,3,12,40.44,485.28
3197,30/03/2024 15:00,169,1,19,43.58,828.02
3198,04/01/2024 07:00,115,1,6,16.47,98.82
3199,11/03/2024 19:00,51,2,5,41.37,206.85
3200,04/02/2024 00:00,186,6,15,8.87,133.05
3201,16/02/2024 05:00,82,6,6,24.33,145.98
3202,27/02/2024 01:00,90,5,4,39.4,157.6
3203,10/01/2024 12:00,40,1,6,49.17,295.02
3204,07/01/2024 02:00,100,1,16,39.91,638.56
3205,04/02/2024 04:00,143,4,18,24.46,440.28
3206,13/02/2024 20:00,118,4,2,47.75,95.5
3207,03/03/2024 14:00,152,3,13,9.87,128.31
3208,02/02/2024 10:00,102,6,2,5.44,10.88
3209,17/02/2024 21:00,170,5,12,23.39,280.68
3210,13/01/2024 22:00,108,5,19,32.44,616.36
3211,07/01/2024 02:00,41,2,9,31.03,279.27
3212,25/01/2024 21:00,99,3,7,27.65,193.55
3213,19/02/2024 15:00,38,5,12,24.56,294.72
