id_venta,datetime,id_producto,id_sucursal,unidades_vendidas
3374,05/01/2024 18:00,17,5,16
3375,11/03/2024 15:00,11,4,2
3376,08/03/2024 14:00,148,6,14
3377,26/03/2024 19:00,85,3,9
3378,03/02/2024 03:00,143,3,15
3379,04/02/2024 21:00,159,3,7
3380,08/01/2024 16:00,87,3,11
3381,14/02/2024 08:00,46,2,16
3382,03/03/2024 21:00,59,6,8
3383,18/02/2024 08:00,90,2,14
3384,19/03/2024 21:00,5,6,17
3385,15/02/2024 03:00,98,1,7
3386,07/01/2024 04:00,44,4,7
3387,28/02/2024 09:00,130,1,2
3388,15/02/2024 23:00,172,1,14
3389,21/03/2024 12:00,149,6,12
3390,10/03/2024 01:00,156,1,14
3391,13/03/2024 05:00,27,4,11
3392,27/03/2024 19:00,172,6,16
3393,02/02/2024 06:00,125,1,4
3394,30/03/2024 11:00,11,2,4
3395,31/03/2024 00:00,152,6,8
3396,01/02/2024 23:00,15,3,11
3397,20/02/2024 23:00,72,6,13
3398,20/01/2024 04:00,92,2,15
3399,06/03/2024 21:00,137,5,14
3400,05/01/2024 02:00,151,1,10
3401,19/03/2024 05:00,161,5,11
3402,17/01/2024 01:00,101,1,4
3403,24/03/2024 04:00,141,3,2
3404,14/02/2024 10:00,108,2,19
3405,16/03/2024 18:00,145,1,11
3406,29/02/2024 02:00,132,1,5
3407,13/03/2024 18:00,102,6,3
3408,09/02/2024 00:00,124,5,19
3409,18/01/2024 07:00,39,3,7
3410,10/03/2024 11:00,179,5,18
3411,17/02/2024 01:00,136,1,12
3412,20/02/2024 13:00,164,2,17
3413,06/02/2024 06:00,23,1,10
3414,21/01/2024 14:00,118,5,1
3415,27/01/2024 10:00,109,4,17
3416,27/03/2024 15:00,192,1,16
3417,19/03/2024 17:00,6,5,17
3418,24/01/2024 04:00,109,3,2
3419,30/03/2024 00:00,141,1,doce
3420,26/02/2024 06:00,150,2,4
3421,05/02/2024 10:00,72,6,16
3422,20/02/2024 13:00,72,4,3
3423,11/03/2024 20:00,,6,14
3424,21/01/2024 14:00,156,4,6
3425,11/02/2024 23:00,82,2,8
3426,05/01/2024 23:00,101,4,2
3427,29/02/2024 16:00,176,,15
3428,26/03/2024 05:00,188,2,16
3429,12/03/2024 04:00,190,1,12
3430,24/02/2024 18:00,189,6,18
3431,10/02/2024 06:00,158,4,9
3432,09/01/2024 17:00,9,3,6
3433,18/01/2024 05:00,63,2,17
3434,06/03/2024 17:00,171,5,2
3435,22/03/2024 19:00,168,4,1
3436,17/02/2024 15:00,125,5,5
3437,07/01/2024 13:00,4,6,11
3438,18/02/2024 22:00,65,6,11
3439,07/01/2024 06:00,150,4,4
3440,10/02/2024 15:00,199,3,6
3441,05/02/2024 03:00,183,4,18
3442,11/03/2024 14:00,58,3,1
3443,22/02/2024 20:00,72,6,16
3444,20/03/2024 17:00,96,6,17
3445,28/01/2024 00:00,34,6,17
3446,17/03/2024 22:00,123,4,8
3447,12/01/2024 06:00,11,4,13
3448,26/01/2024 13:00,74,2,7
3449,15/03/2024 03:00,180,5,8
3450,03/01/2024 09:00,143,4,1
3451,01/01/2024 09:00,90,3,4
3452,19/02/2024 23:00,,2,17
3453,23/03/2024 21:00,23,3,16
3454,22/01/2024 14:00,53,5,6
3455,15/01/2024 10:00,93,2,13
3456,09/02/2024 04:00,94,4,15
3457,22/03/2024 22:00,159,4,10
3458,07/01/2024 07:00,77,6,5
3459,12/03/2024 20:00,23,2,13
3460,13/01/2024 05:00,157,3,4
3461,06/02/2024 17:00,177,2,4
3462,22/02/2024 11:00,11,4,15
3463,20/02/2024 09:00,22,5,19
3464,24/01/2024 22:00,108,3,5
3465,25/03/2024 08:00,190,1,9
3466,27/02/2024 18:00,52,2,doce
3467,10/02/2024 03:00,96,3,7
3468,01/01/2024 05:00,183,5,14
3469,15/01/2024 18:00,98,5,18
3470,01/03/2024 19:00,100,5,1
3471,24/03/2024 02:00,173,6,3
3472,18/03/2024 19:00,42,4,2
3473,28/03/2024 04:00,80,5,17
3474,05/03/2024 05:00,144,5,17
3475,30/03/2024 00:00,136,6,15
3476,05/02/2024 18:00,180,2,15
3477,05/01/2024 12:00,163,3,7
3478,26/01/2024 12:00,157,1,12
3479,17/03/2024 02:00,94,4,12
3480,10/02/2024 14:00,31,1,3
3481,25/02/2024 13:00,135,2,19
3482,15/03/2024 08:00,87,2,10
3483,03/02/2024 19:00,176,4,11
3484,27/02/2024 13:00,53,6,1
3485,19/01/2024 22:00,101,1,17
3486,27/01/2024 16:00,196,3,13
3487,24/03/2024 00:00,37,6,13
3488,09/01/2024 13:00,107,4,15
3489,03/02/2024 14:00,192,3,3
3490,08/02/2024 06:00,44,6,6
3491,18/03/2024 06:00,171,1,13
3492,20/02/2024 01:00,131,5,18
3493,11/03/2024 03:00,91,2,3
3494,03/02/2024 11:00,125,2,3
3495,30/01/2024 06:00,49,5,5
3496,27/02/2024 13:00,33,3,19
3497,10/02/2024 07:00,80,3,19
3498,20/01/2024 22:00,173,5,7
3499,18/02/2024 19:00,57,2,7
3500,31/01/2024 15:00,53,2,1
3501,23/03/2024 12:00,88,1,17
3502,30/03/2024 02:00,163,3,13
3503,18/01/2024 16:00,20,2,19
3504,04/02/2024 11:00,101,1,1
3505,02/01/2024 21:00,183,1,7
3506,17/01/2024 01:00,97,1,10
3507,18/01/2024 14:00,124,3,19
3508,28/02/2024 05:00,149,2,8
3509,28/01/2024 13:00,171,5,1
3510,20/01/2024 05:00,25,4,4
3511,28/02/2024 22:00,20,4,12
3512,17/03/2024 12:00,159,4,13
3513,14/01/2024 09:00,178,5,11
3514,05/02/2024 20:00,199,1,17
3515,26/02/2024 12:00,55,6,19
3516,17/01/2024 10:00,125,3,10
3517,15/02/2024 01:00,44,2,7
3518,27/02/2024 05:00,122,2,9
3519,30/03/2024 23:00,39,6,13
3520,18/03/2024 22:00,82,3,11
3521,17/02/2024 20:00,158,3,9
3522,20/01/2024 09:00,97,4,4
3523,29/02/2024 11:00,192,6,4
3524,21/03/2024 12:00,41,3,17
3525,14/01/2024 06:00,18,5,17
3526,08/02/2024 07:00,196,2,17
3527,26/01/2024 12:00,31,6,14
3528,08/02/2024 17:00,166,4,18
3529,13/02/2024 11:00,195,4,doce
3530,09/03/2024 08:00,8,1,7
3531,16/03/2024 01:00,165,2,7
3532,02/03/2024 22:00,142,1,11
3533,14/02/2024 19:00,196,4,6
3534,05/01/2024 07:00,153,1,1
3535,12/03/2024 18:00,29,2,16
3536,20/02/2024 00:00,46,2,9
3537,29/02/2024 08:00,76,5,7
3538,22/01/2024 07:00,194,5,2
3539,15/01/2024 19:00,66,5,19
3540,18/02/2024 20:00,44,2,11
3541,21/01/2024 10:00,45,3,5
3542,08/03/2024 23:00,185,2,14
3543,03/01/2024 16:00,30,3,16
3544,18/03/2024 12:00,68,6,17
3545,06/02/2024 06:00,27,6,4
3546,29/02/2024 21:00,110,6,9
3547,22/02/2024 09:00,150,5,11
3548,06/03/2024 02:00,75,,17
3549,24/02/2024 15:00,113,2,18
3550,07/03/2024 04:00,1,5,16
3551,24/03/2024 22:00,16,4,16
3552,15/02/2024 13:00,46,4,2
3553,06/02/2024 03:00,137,2,12
3554,13/03/2024 23:00,181,2,2
3555,06/03/2024 02:00,55,6,6
3556,05/02/2024 15:00,101,5,14
3557,29/02/2024 21:00,188,5,8
3558,06/03/2024 10:00,179,5,19
3559,23/03/2024 17:00,4,1,3
3560,21/01/2024 02:00,110,4,11
3561,18/03/2024 00:00,30,3,17
3562,04/02/2024 09:00,182,6,8
3563,04/03/2024 09:00,24,3,15
3564,27/01/2024 08:00,110,6,10
3565,24/03/2024 14:00,72,4,15
3566,21/01/2024 00:00,84,4,13
3567,05/01/2024 15:00,7,5,8
3568,08/03/2024 11:00,158,4,18
3569,20/03/2024 04:00,45,5,19
3570,01/01/2024 07:00,136,6,10
3571,25/02/2024 17:00,46,4,8
3572,29/01/2024 05:00,42,2,9
3573,01/02/2024 22:00,178,1,15
3574,31/01/2024 20:00,31,6,7
3575,05/02/2024 00:00,120,4,3
3576,29/03/2024 05:00,38,4,5
3577,22/01/2024 19:00,49,2,1
3578,27/03/2024 12:00,199,3,11
3579,21/02/2024 11:00,153,3,2
3580,18/03/2024 09:00,40,1,7
3581,28/02/2024 11:00,75,1,16
3582,28/02/2024 14:00,128,2,16
3583,02/03/2024 00:00,71,5,12
3584,26/01/2024 10:00,69,5,3
3585,07/01/2024 21:00,154,4,16
3586,18/02/2024 14:00,40,3,3
3587,13/02/2024 09:00,194,6,8
3588,16/01/2024 02:00,68,4,11
3589,31/01/2024 15:00,47,1,18
3590,15/03/2024 11:00,104,1,16
3591,25/03/2024 05:00,111,6,11
3592,16/02/2024 14:00,163,4,1
3593,05/01/2024 17:00,118,1,10
3594,27/02/2024 19:00,61,3,13
3595,21/01/2024 03:00,191,2,18
3596,26/01/2024 05:00,96,2,4
3597,26/03/2024 08:00,150,3,9
3598,21/03/2024 03:00,22,1,5
3599,13/03/2024 23:00,159,1,1
3600,09/03/2024 08:00,55,1,13
3601,07/02/2024 15:00,8,3,4
3602,17/02/2024 02:00,73,6,9
3603,03/03/2024 18:00,171,3,11
3604,23/03/2024 23:00,56,,7
3605,16/02/2024 18:00,130,5,1
3606,15/02/2024 23:00,35,,4
3607,18/01/2024 19:00,182,3,14
3608,13/01/2024 11:00,181,3,2
3609,27/01/2024 06:00,36,5,8
3610,25/01/2024 12:00,171,2,19
3611,20/01/2024 21:00,26,6,9
3612,16/03/2024 23:00,52,5,9
3613,22/03/2024 10:00,10,4,6
3614,13/02/2024 21:00,176,1,6
3615,27/01/2024 03:00,87,2,4
3616,12/03/2024 14:00,97,5,3
3617,03/03/2024 02:00,2,3,13
3618,20/01/2024 05:00,19,3,11
3619,15/01/2024 09:00,180,1,6
3620,03/01/2024 19:00,65,2,8
3621,14/03/2024 01:00,121,2,7
3622,07/01/2024 11:00,194,5,6
3623,27/01/2024 05:00,137,5,17
3624,01/03/2024 04:00,85,1,7
3625,10/03/2024 12:00,145,4,12
3626,01/01/2024 01:00,38,2,2
3627,14/03/2024 17:00,56,1,10
3628,22/02/2024 18:00,185,2,6
3629,30/01/2024 09:00,131,1,2
3630,03/02/2024 03:00,63,1,19
3631,12/01/2024 19:00,19,4,doce
3632,19/03/2024 05:00,46,1,9
3633,17/01/2024 23:00,28,1,10
3634,14/03/2024 00:00,158,4,2
3635,09/01/2024 06:00,69,4,16
3636,25/02/2024 19:00,125,4,11
3637,18/01/2024 03:00,19,3,13
3638,23/03/2024 19:00,60,1,13
3639,28/01/2024 00:00,123,1,14
3640,02/01/2024 06:00,124,4,16
3641,21/03/2024 09:00,116,1,16
3642,31/01/2024 01:00,171,6,2
3643,04/03/2024 04:00,126,2,7
3644,15/01/2024 09:00,122,2,10
3645,07/03/2024 11:00,63,6,15
3646,06/01/2024 22:00,187,6,11
3647,12/02/2024 04:00,82,5,9
3648,10/01/2024 18:00,126,2,13
3649,16/01/2024 09:00,102,3,1
3650,14/03/2024 13:00,180,2,9
3651,17/02/2024 09:00,194,4,14
3652,08/03/2024 23:00,4,2,19
3653,02/03/2024 02:00,170,3,12
3654,22/02/2024 22:00,75,1,18
3655,28/01/2024 17:00,3,4,15
3656,03/02/2024 01:00,189,6,10
3657,30/03/2024 14:00,131,1,11
3658,23/01/2024 01:00,160,1,8
3659,19/01/2024 00:00,55,1,9
3660,02/02/2024 09:00,17,3,8
3661,27/03/2024 12:00,81,1,6
3662,04/03/2024 05:00,2,2,13
3663,16/01/2024 17:00,147,2,13
3664,18/01/2024 04:00,118,1,3
3665,07/01/2024 03:00,108,3,4
3666,16/01/2024 09:00,119,3,19
3667,24/01/2024 06:00,190,4,13
3668,26/03/2024 10:00,109,5,5
3669,12/01/2024 21:00,168,2,14
3670,22/01/2024 23:00,100,2,14
3671,17/02/2024 21:00,61,5,18
3672,07/01/2024 22:00,68,1,19
3673,01/01/2024 19:00,95,2,17
3674,30/01/2024 22:00,111,5,1
3675,11/02/2024 10:00,17,6,doce
3676,20/02/2024 12:00,147,6,16
3677,23/03/2024 08:00,117,2,17
3678,13/01/2024 10:00,94,1,6
3679,28/02/2024 12:00,45,6,6
3680,05/03/2024 04:00,96,3,6
3681,18/03/2024 20:00,51,2,5
3682,06/03/2024 21:00,186,3,17
3683,30/03/2024 08:00,150,3,19
3684,19/01/2024 11:00,140,4,11
3685,22/01/2024 23:00,90,3,8
3686,04/03/2024 07:00,43,3,1
3687,20/01/2024 08:00,4,2,5
3688,03/02/2024 21:00,180,3,10
3689,18/01/2024 13:00,152,5,7
3690,21/01/2024 00:00,106,2,11
3691,08/01/2024 06:00,163,3,1
3692,07/03/2024 00:00,107,5,11
3693,19/03/2024 14:00,72,5,9
3694,06/01/2024 23:00,184,5,14
3695,02/02/2024 15:00,198,1,10
3696,03/02/2024 00:00,198,4,15
3697,19/02/2024 18:00,161,4,19
3698,28/01/2024 18:00,48,3,2
3699,24/01/2024 08:00,,3,5
3700,26/02/2024 21:00,36,6,7
3701,19/02/2024 13:00,200,3,15
3702,09/03/2024 11:00,144,6,7
3703,11/01/2024 01:00,142,5,1
3704,13/03/2024 19:00,172,1,17
3705,03/01/2024 20:00,139,3,6
3706,02/01/2024 12:00,15,1,16
3707,20/02/2024 16:00,181,6,16
3708,18/02/2024 10:00,147,3,6
3709,01/03/2024 14:00,132,1,2
3710,31/01/2024 03:00,148,6,8
3711,09/01/2024 06:00,130,5,16
3712,21/02/2024 04:00,128,2,4
3713,24/02/2024 02:00,2,4,16
3714,14/01/2024 20:00,146,3,12
3715,30/01/2024 21:00,73,6,7
3716,29/02/2024 22:00,113,4,16
3717,15/03/2024 21:00,37,6,2
3718,08/02/2024 10:00,150,1,12
3719,26/02/2024 23:00,111,4,18
3720,06/01/2024 00:00,5,2,13
3721,13/02/2024 01:00,177,3,3
3722,23/03/2024 09:00,131,2,6
3723,23/03/2024 01:00,88,5,13
3724,08/01/2024 15:00,111,4,9
3725,04/03/2024 04:00,45,4,12
3726,04/03/2024 18:00,34,1,16
3727,16/03/2024 08:00,140,4,7
3728,19/02/2024 18:00,122,6,1
3729,16/03/2024 01:00,50,5,12
3730,27/01/2024 15:00,196,6,19
3731,31/01/2024 16:00,160,4,5
3732,03/03/2024 19:00,187,3,1
3733,10/01/2024 17:00,157,2,18
3734,07/01/2024 05:00,173,4,6
3735,25/01/2024 01:00,198,6,2
3736,25/03/2024 15:00,101,5,3
3737,08/01/2024 06:00,74,3,3
3738,29/03/2024 14:00,50,4,8
3739,26/01/2024 20:00,71,4,3
3740,22/03/2024 10:00,72,3,13
3741,22/02/2024 20:00,166,3,11
3742,21/02/2024 05:00,148,3,5
3743,29/01/2024 18:00,16,6,19
3744,15/01/2024 04:00,180,5,3
3745,11/01/2024 00:00,110,3,15
3746,09/03/2024 12:00,112,6,13
3747,01/01/2024 11:00,20,5,5
3748,05/03/2024 01:00,84,2,15
3749,06/02/2024 19:00,62,4,7
3750,16/02/2024 02:00,2,6,13
3751,13/03/2024 10:00,173,4,14
3752,21/03/2024 06:00,36,3,17
3753,24/02/2024 11:00,24,1,12
3754,15/03/2024 14:00,2,6,14
3755,26/02/2024 08:00,199,4,12
3756,27/03/2024 19:00,134,4,7
3757,23/02/2024 21:00,95,1,2
3758,10/02/2024 01:00,21,5,13
3759,11/02/2024 03:00,163,6,16
3760,11/02/2024 08:00,95,5,12
3761,16/02/2024 04:00,67,3,12
3762,10/01/2024 06:00,32,3,6
3763,14/01/2024 22:00,32,6,2
3764,09/03/2024 09:00,141,6,15
3765,14/01/2024 23:00,96,1,2
3766,10/01/2024 12:00,136,1,16
3767,06/01/2024 19:00,81,3,6
3768,28/01/2024 21:00,111,4,2
3769,23/01/2024 22:00,82,3,1
3770,30/01/2024 20:00,55,6,17
3771,05/03/2024 23:00,6,6,12
3772,14/01/2024 04:00,141,5,10
3773,30/01/2024 09:00,125,6,18
3774,15/01/2024 12:00,104,2,18
3775,11/03/2024 22:00,30,2,18
3776,14/01/2024 05:00,162,4,7
3777,26/01/2024 12:00,33,2,13
3778,15/01/2024 09:00,165,1,13
3779,11/03/2024 23:00,96,1,13
3780,16/01/2024 04:00,193,4,4
3781,26/02/2024 11:00,51,2,8
3782,15/03/2024 17:00,106,1,3
3783,02/02/2024 18:00,184,3,3
3784,01/02/2024 07:00,43,6,13
3785,28/03/2024 22:00,99,1,4
3786,19/02/2024 07:00,151,5,8
3787,29/02/2024 12:00,107,5,1
3788,03/01/2024 12:00,41,1,1
3789,12/01/2024 08:00,79,3,3
3790,11/03/2024 11:00,117,5,10
3791,08/02/2024 06:00,144,1,5
3792,20/02/2024 04:00,61,6,10
3793,27/01/2024 21:00,110,4,8
3794,03/02/2024 01:00,155,3,12
3795,10/02/2024 04:00,66,3,3
3796,17/02/2024 09:00,9,3,18
3797,10/03/2024 18:00,198,3,9
3798,07/01/2024 19:00,80,1,2
3799,07/01/2024 05:00,58,2,6
3800,09/02/2024 08:00,176,2,12
3801,27/02/2024 15:00,109,5,5
3802,24/03/2024 17:00,143,3,2
3803,26/02/2024 10:00,115,4,3
3804,27/02/2024 04:00,,2,4
3805,11/03/2024 16:00,9,3,5
3806,06/01/2024 00:00,84,2,8
3807,15/02/2024 02:00,42,,6
3808,31/01/2024 05:00,173,5,17
3809,16/01/2024 13:00,14,1,13
3810,29/03/2024 21:00,56,6,14
3811,11/02/2024 08:00,54,6,7
3812,12/03/2024 21:00,44,5,12
3813,11/02/2024 13:00,9,5,13
3814,01/01/2024 21:00,60,3,4
3815,04/03/2024 12:00,,5,7
3816,01/02/2024 14:00,164,5,8
3817,12/01/2024 02:00,100,2,17
3818,24/02/2024 12:00,199,4,10
3819,16/03/2024 21:00,179,3,15
3820,09/01/2024 05:00,186,3,9
3821,13/02/2024 12:00,127,1,4
3822,24/01/2024 22:00,65,5,10
3823,17/01/2024 03:00,114,3,7
3824,08/01/2024 21:00,136,5,1
3825,10/01/2024 03:00,193,6,10
3826,15/02/2024 04:00,164,3,2
3827,09/01/2024 01:00,69,2,doce
3828,31/01/2024 05:00,190,4,3
3829,02/03/2024 02:00,93,5,7
3830,22/01/2024 10:00,143,5,14
3831,05/02/2024 21:00,74,5,2
3832,28/02/2024 11:00,163,2,16
3833,06/01/2024 21:00,167,6,13
3834,03/01/2024 21:00,82,4,11
3835,18/01/2024 02:00,162,5,18
3836,01/01/2024 04:00,129,3,5
3837,23/03/2024 02:00,199,5,14
3838,26/01/2024 20:00,63,4,11
3839,07/01/2024 09:00,128,1,19
3840,17/02/2024 01:00,176,5,17
3841,24/02/2024 20:00,163,4,3
3842,14/01/2024 05:00,15,3,15
3843,31/01/2024 11:00,68,6,3
3844,27/03/2024 10:00,65,1,2
3845,13/01/2024 07:00,93,1,11
3846,04/02/2024 01:00,54,2,13
3847,11/01/2024 11:00,106,4,16
3848,09/01/2024 01:00,92,2,11
3849,30/01/2024 01:00,43,5,13
3850,18/01/2024 13:00,186,2,16
3851,05/02/2024 16:00,59,1,3
3852,05/03/2024 15:00,44,3,4
3853,01/02/2024 21:00,1,6,6
3854,04/01/2024 21:00,20,6,11
3855,27/01/2024 21:00,156,3,14
3856,28/01/2024 20:00,38,3,10
3857,05/02/2024 02:00,140,5,19
3858,22/02/2024 03:00,109,4,9
3859,09/02/2024 03:00,91,6,19
3860,02/03/2024 07:00,6,4,4
3861,09/03/2024 13:00,13,4,16
3862,01/01/2024 16:00,121,5,19
3863,29/02/2024 08:00,169,4,6
3864,05/01/2024 21:00,143,3,12
3865,15/03/2024 16:00,156,2,17
3866,16/02/2024 04:00,13,5,18
3867,25/03/2024 18:00,166,2,11
3868,12/03/2024 13:00,69,3,11
3869,27/02/2024 21:00,79,5,11
3870,02/03/2024 23:00,,5,4
3871,30/01/2024 05:00,27,4,11
3872,28/03/2024 05:00,85,6,1
3873,02/01/2024 06:00,119,,7
3874,15/03/2024 13:00,64,2,12
3875,03/02/2024 23:00,28,2,11
3876,30/03/2024 17:00,48,1,17
3877,28/03/2024 10:00,97,5,8
3878,22/02/2024 07:00,189,4,11
3879,07/02/2024 21:00,193,2,6
3880,05/01/2024 19:00,8,2,16
3881,20/02/2024 09:00,192,1,11
3882,22/01/2024 18:00,197,6,8
3883,26/02/2024 06:00,80,6,8
3884,09/02/2024 22:00,164,3,18
3885,03/02/2024 12:00,26,6,7
3886,27/02/2024 17:00,60,5,11
3887,19/01/2024 21:00,7,3,12
3888,02/02/2024 16:00,6,3,12
3889,01/02/2024 14:00,132,3,18
3890,03/01/2024 08:00,25,1,1
3891,18/02/2024 09:00,76,1,5
3892,30/01/2024 07:00,103,1,8
3893,18/02/2024 23:00,28,1,19
3894,13/01/2024 15:00,125,1,8
3895,26/01/2024 08:00,42,5,7
3896,15/02/2024 03:00,63,1,15
3897,01/03/2024 00:00,192,1,5
3898,09/01/2024 03:00,130,6,19
3899,14/02/2024 14:00,198,3,18
3900,02/02/2024 23:00,115,4,15
3901,16/02/2024 11:00,191,5,doce
3902,17/02/2024 12:00,42,6,2
3903,13/02/2024 14:00,68,5,8
3904,21/03/2024 16:00,88,6,18
3905,15/02/2024 06:00,123,1,10
3906,28/02/2024 02:00,74,2,8
3907,20/02/2024 18:00,122,1,1
3908,22/02/2024 08:00,39,3,11
3909,07/01/2024 23:00,67,6,13
3910,11/02/2024 11:00,76,5,4
3911,19/01/2024 02:00,87,3,15
3912,22/01/2024 15:00,28,6,16
3913,29/02/2024 14:00,43,1,2
3914,22/03/2024 04:00,139,5,15
3915,07/01/2024 11:00,58,4,14
3916,06/02/2024 15:00,52,6,14
3917,18/02/2024 07:00,48,5,8
3918,19/01/2024 22:00,4,5,19
3919,25/02/2024 13:00,131,4,4
3920,31/01/2024 23:00,200,4,17
3921,04/03/2024 18:00,19,5,17
3922,05/02/2024 22:00,121,5,9
3923,25/01/2024 03:00,151,6,5
3924,26/03/2024 01:00,57,6,12
3925,13/03/2024 17:00,147,3,6
3926,17/01/2024 11:00,198,2,1
3927,11/01/2024 00:00,101,4,13
3928,17/02/2024 13:00,120,4,12
3929,29/03/2024 12:00,162,3,16
3930,08/03/2024 23:00,49,2,17
3931,29/01/2024 13:00,133,2,17
3932,20/02/2024 10:00,112,4,3
3933,20/01/2024 23:00,198,1,7
3934,03/02/2024 03:00,29,4,4
3935,30/01/2024 16:00,151,1,19
3936,29/01/2024 07:00,132,6,2
3937,25/02/2024 15:00,112,1,2
3938,19/01/2024 17:00,52,1,4
3939,19/01/2024 04:00,34,2,12
3940,02/01/2024 10:00,146,4,1
3941,10/02/2024 20:00,90,2,12
3942,10/02/2024 20:00,123,6,13
3943,29/03/2024 11:00,80,3,1
3944,31/01/2024 19:00,129,3,11
3945,25/01/2024 12:00,47,6,16
3946,16/02/2024 07:00,31,1,18
3947,13/01/2024 16:00,84,5,13
3948,01/01/2024 20:00,155,3,12
3949,23/03/2024 03:00,74,2,16
3950,07/01/2024 04:00,6,1,2
3951,04/02/2024 14:00,83,4,2
3952,20/02/2024 17:00,11,1,1
3953,29/03/2024 01:00,101,1,14
3954,10/02/2024 03:00,9,3,14
3955,28/02/2024 17:00,62,5,2
3956,01/01/2024 23:00,,5,14
3957,22/01/2024 10:00,57,6,5
3958,29/02/2024 17:00,6,4,5
3959,16/01/2024 10:00,70,6,11
3960,17/03/2024 10:00,33,2,15
3961,20/02/2024 20:00,74,6,17
3962,28/01/2024 08:00,181,3,1
3963,24/01/2024 18:00,92,5,19
3964,04/01/2024 02:00,57,1,16
3965,27/03/2024 19:00,81,5,14
3966,29/01/2024 00:00,119,1,16
3967,05/01/2024 21:00,98,6,3
3968,05/03/2024 04:00,4,4,17
3969,09/01/2024 18:00,70,1,8
3970,08/02/2024 21:00,171,1,12
3971,28/01/2024 19:00,9,5,15
3972,25/02/2024 12:00,184,5,3
3973,15/01/2024 11:00,70,4,6
3974,16/01/2024 22:00,192,4,11
3975,02/01/2024 03:00,120,6,5
3976,26/01/2024 11:00,88,6,4
3977,24/03/2024 08:00,96,5,13
3978,21/02/2024 19:00,128,,8
3979,27/02/2024 18:00,155,2,17
3980,27/03/2024 18:00,75,6,5
3981,07/03/2024 08:00,3,1,13
3982,06/02/2024 16:00,141,1,12
3983,30/01/2024 05:00,126,5,14
3984,02/03/2024 09:00,39,1,10
3985,29/02/2024 23:00,61,4,1
3986,12/02/2024 16:00,73,1,7
3987,15/01/2024 23:00,185,2,15
3988,25/03/2024 08:00,64,1,5
3989,21/02/2024 15:00,190,6,2
3990,02/01/2024 00:00,154,1,5
3991,14/03/2024 13:00,164,6,7
3992,25/01/2024 16:00,11,6,6
3993,12/03/2024 15:00,82,3,8
3994,16/02/2024 05:00,8,5,2
3995,02/03/2024 14:00,41,3,8
3996,24/02/2024 05:00,23,5,10
3997,19/01/2024 20:00,78,5,18
3998,04/02/2024 16:00,23,4,19
3999,10/01/2024 17:00,197,6,10
4000,17/03/2024 18:00,154,5,13
4001,28/02/2024 23:00,176,1,12
4002,16/02/2024 01:00,163,3,19
4003,16/01/2024 19:00,43,5,8
4004,28/01/2024 22:00,168,6,2
4005,03/02/2024 08:00,176,3,2
4006,07/03/2024 00:00,9,2,1
4007,15/03/2024 21:00,30,5,11
4008,18/01/2024 18:00,101,2,18
4009,17/01/2024 05:00,75,6,9
4010,26/01/2024 04:00,27,1,13
4011,29/02/2024 14:00,187,6,3
4012,13/03/2024 19:00,74,4,3
4013,24/02/2024 10:00,53,6,4
4014,19/01/2024 00:00,113,3,15
4015,01/01/2024 16:00,100,3,13
4016,11/02/2024 03:00,125,4,13
4017,01/03/2024 21:00,138,2,16
4018,26/02/2024 12:00,53,5,17
4019,29/02/2024 05:00,141,6,13
4020,21/03/2024 08:00,103,6,5
4021,14/03/2024 02:00,149,3,6
4022,02/02/2024 13:00,16,2,8
4023,15/02/2024 20:00,52,2,19
4024,08/03/2024 05:00,91,3,12
4025,28/02/2024 14:00,67,1,1
4026,30/01/2024 11:00,23,3,15
4027,14/01/2024 15:00,86,5,12
4028,26/03/2024 14:00,124,5,18
4029,09/02/2024 17:00,58,6,1
4030,19/01/2024 05:00,52,2,4
4031,21/01/2024 00:00,178,3,8
4032,21/02/2024 02:00,70,6,1
4033,01/02/2024 20:00,91,3,17
4034,14/01/2024 05:00,36,6,17
4035,20/01/2024 02:00,40,4,2
4036,06/03/2024 02:00,109,5,3
4037,05/01/2024 16:00,76,2,6
4038,10/01/2024 19:00,95,3,19
4039,18/01/2024 00:00,86,1,3
4040,21/01/2024 14:00,191,2,15
4041,11/01/2024 00:00,32,,3
4042,01/01/2024 16:00,104,3,6
4043,03/01/2024 01:00,47,3,2
4044,20/01/2024 08:00,31,3,18
4045,04/02/2024 19:00,138,2,19
4046,29/03/2024 22:00,17,5,9
4047,12/03/2024 06:00,180,5,11
4048,06/02/2024 13:00,16,5,10
4049,07/03/2024 17:00,63,1,10
4050,09/03/2024 22:00,20,2,18
4051,12/02/2024 18:00,138,6,8
4052,01/01/2024 23:00,121,1,18
4053,22/02/2024 20:00,39,2,6
4054,11/02/2024 19:00,178,4,18
4055,03/02/2024 01:00,11,,6
4056,06/01/2024 00:00,20,5,18
4057,27/03/2024 23:00,159,4,11
4058,29/02/2024 18:00,114,6,3
4059,10/03/2024 00:00,51,6,2
4060,07/03/2024 14:00,86,6,18
4061,10/02/2024 05:00,152,2,12
4062,31/01/2024 15:00,118,2,9
4063,22/02/2024 10:00,178,4,7
4064,21/01/2024 23:00,20,4,4
4065,08/02/2024 20:00,190,5,3
4066,25/01/2024 15:00,23,2,1
4067,31/01/2024 23:00,6,3,1
4068,10/03/2024 13:00,136,5,16
4069,23/02/2024 20:00,177,1,3
4070,28/02/2024 13:00,119,5,18
4071,21/02/2024 04:00,45,1,19
